person	organization	position	notes	g_e	wealth_rank	director	category	sector	subsector	org_rank
Anderson / Basil L.	Staples			m-B		1	Corporation	non-financial	retail	101
Blank / Arthur M.	Staples			m-W	311	1	Corporation	non-financial	retail	101
Burton / Mary Elizabeth	Staples			f-W		1	Corporation	non-financial	retail	101
King / Justin	Staples			m-W		1	Corporation	non-financial	retail	101
Meyrowitz / Carol	Staples			f-W		1	Corporation	non-financial	retail	101
Moriarty / Rowland T.	Staples			m-W		1	Corporation	non-financial	retail	101
Nakasone / Robert C.	Staples			m-A		1	Corporation	non-financial	retail	101
Sargent / Ronald L.	Staples			m-W		1	Corporation	non-financial	retail	101
Smith / Elizabeth A.	Staples			f-W		1	Corporation	non-financial	retail	101
Sulentic / Robert	Staples			m-W		1	Corporation	non-financial	retail	101
Vishwanath / Vijay	Staples			m-A		1	Corporation	non-financial	retail	101
Walsh / Paul F.	Staples			m-W		1	Corporation	non-financial	retail	101
Brin / Sergey	Google			m-W	13	1	Corporation	non-financial	technology	102
Doerr / L. John	Google			m-W		1	Corporation	non-financial	technology	102
Hennessy / John L.	Google			m-W		1	Corporation	non-financial	technology	102
Mather / Ann	Google			f-W		1	Corporation	non-financial	technology	102
Moritz / Michael	Google			m-W	250	1	Corporation	non-financial	technology	102
Otellini / Paul S.	Google			m-W		1	Corporation	non-financial	technology	102
Page / Larry	Google			m-W	13	1	Corporation	non-financial	technology	102
Schmidt / Eric	Google			m-W	45	1	Corporation	non-financial	technology	102
Shriram / Kavitark Ram	Google			m-A	298	1	Corporation	non-financial	technology	102
Tilghman / Shirley M.	Google			f-W		1	Corporation	non-financial	technology	102
Bollenbach / Stephen F.	Macy's			m-W		1	Corporation	non-financial	retail	103
Connelly / Deirdre P.	Macy's			f-L		1	Corporation	non-financial	retail	103
Feldberg / Meyer	Macy's			m-W		1	Corporation	non-financial	retail	103
Levinson / Sara L.	Macy's			f-W		1	Corporation	non-financial	retail	103
Lundgren / Terry J.	Macy's			m-W		1	Corporation	non-financial	retail	103
Neubauer / Joseph	Macy's			m-W		1	Corporation	non-financial	retail	103
Pichler / Joseph A.	Macy's			m-W		1	Corporation	non-financial	retail	103
Roche / Joyce M.	Macy's			f-B		1	Corporation	non-financial	retail	103
Weatherup / Craig E.	Macy's			m-W		1	Corporation	non-financial	retail	103
Whittington / Marna C.	Macy's			f-W		1	Corporation	non-financial	retail	103
Bronczek / David J.	International Paper			m-W		1	Corporation	non-financial	industrial	104
Elsenhans / Lynn Laverty	International Paper			f-W		1	Corporation	non-financial	industrial	104
Faraci / John V.	International Paper			m-W		1	Corporation	non-financial	industrial	104
Gibara / Samir G.	International Paper			m-M		1	Corporation	non-financial	industrial	104
Mobley / Stacey J.	International Paper			m-B		1	Corporation	non-financial	industrial	104
Townsend / John L. III	International Paper			m-W		1	Corporation	non-financial	industrial	104
Turner / John F.	International Paper			m-W		1	Corporation	non-financial	industrial	104
Walter / William G.	International Paper			m-W		1	Corporation	non-financial	industrial	104
Weisser / Alberto	International Paper			m-W		1	Corporation	non-financial	industrial	104
Whisler / J. Steven	International Paper			m-W		1	Corporation	non-financial	industrial	104
Berg / Jeffrey	Oracle			m-W		1	Corporation	non-financial	technology	105
Bingham / H. Raymond	Oracle			m-W		1	Corporation	non-financial	technology	105
Boskin / Michael J.	Oracle			m-W		1	Corporation	non-financial	technology	105
Catz / Safra A.	Oracle			f-W		1	Corporation	non-financial	technology	105
Chizen / Bruce R.	Oracle			m-W		1	Corporation	non-financial	technology	105
Conrades / George H.	Oracle			m-W		1	Corporation	non-financial	technology	105
Ellison / Lawrence J.	Oracle			m-W	3	1	Corporation	non-financial	technology	105
Garcia-Molina / Hector	Oracle			m-L		1	Corporation	non-financial	technology	105
Henley / Jeffrey O.	Oracle			m-W		1	Corporation	non-financial	technology	105
Hurd / Mark V.	Oracle			m-W		1	Corporation	non-financial	technology	105
Lucas / Donald L.	Oracle			m-W		1	Corporation	non-financial	technology	105
Seligman / Naomi O.	Oracle			f-W		1	Corporation	non-financial	technology	105
Alvarado / Linda G.	3M			f-L		1	Corporation	non-financial	industrial	106
Buckley / George W.	3M			m-W		1	Corporation	non-financial	industrial	106
Coffman / Vance D.	3M			m-W		1	Corporation	non-financial	industrial	106
Eskew / Michael L.	3M			m-W		1	Corporation	non-financial	industrial	106
Farrell / W. James	3M			m-W		1	Corporation	non-financial	industrial	106
Henkel / Herbert L.	3M			m-W		1	Corporation	non-financial	industrial	106
Liddy / Edward M.	3M			m-W		1	Corporation	non-financial	industrial	106
Morrison / Robert S.	3M			m-W		1	Corporation	non-financial	industrial	106
Peters / Aulana L.	3M			f-B		1	Corporation	non-financial	industrial	106
Ulrich / Robert J.	3M			m-W		1	Corporation	non-financial	industrial	106
Allen / Samuel R.	Deere			m-W		1	Corporation	non-financial	industrial	107
Bowles / Crandall C.	Deere			f-W		1	Corporation	non-financial	industrial	107
Coffman / Vance D.	Deere			m-W		1	Corporation	non-financial	industrial	107
Holliday / Charles O. Jr.	Deere			m-W		1	Corporation	non-financial	industrial	107
Jain / Dipak C.	Deere			m-A		1	Corporation	non-financial	industrial	107
Jones / Clayton M.	Deere			m-W		1	Corporation	non-financial	industrial	107
Milberg / Joachim	Deere			m-W		1	Corporation	non-financial	industrial	107
Myers / Richard B.	Deere			m-W		1	Corporation	non-financial	industrial	107
Patrick / Thomas H.	Deere			m-W		1	Corporation	non-financial	industrial	107
Peters / Aulana L.	Deere			f-B		1	Corporation	non-financial	industrial	107
Speer / David B.	Deere			m-W		1	Corporation	non-financial	industrial	107
Arnold / Susan E.	McDonald's			f-W		1	Corporation	non-financial	retail	108
Eckert / Robert A.	McDonald's			m-W		1	Corporation	non-financial	retail	108
Hernandez / Enrique Jr.	McDonald's			m-L		1	Corporation	non-financial	retail	108
Jackson / Jeanne P.	McDonald's			f-W		1	Corporation	non-financial	retail	108
Lenny / Richard H.	McDonald's			m-W		1	Corporation	non-financial	retail	108
Massey / Walter E.	McDonald's			m-B		1	Corporation	non-financial	retail	108
McKenna / Andrew J.	McDonald's			m-W		1	Corporation	non-financial	retail	108
McMillan / Cary D.	McDonald's			m-W		1	Corporation	non-financial	retail	108
Penrose / Sheila A.	McDonald's			f-W		1	Corporation	non-financial	retail	108
Rogers / John W. Jr.	McDonald's			m-B		1	Corporation	non-financial	retail	108
Skinner / James A.	McDonald's			m-W		1	Corporation	non-financial	retail	108
Stone / Roger W.	McDonald's			m-W		1	Corporation	non-financial	retail	108
White / Miles D.	McDonald's			m-W		1	Corporation	non-financial	retail	108
Adair / Charles E.	Tech Data			m-W		1	Corporation	non-financial	technology	109
Ardelt / Maximilian	Tech Data			m-W		1	Corporation	non-financial	technology	109
Dutkowsky / Robert M.	Tech Data			m-W		1	Corporation	non-financial	technology	109
Harczak / Harry J. Jr.	Tech Data			m-W		1	Corporation	non-financial	technology	109
Misunas / Kathleen	Tech Data			f-W		1	Corporation	non-financial	technology	109
Morgan / Thomas	Tech Data			m-W		1	Corporation	non-financial	technology	109
Raymund / Steven A.	Tech Data			m-W		1	Corporation	non-financial	technology	109
Tung / Savio W.	Tech Data			m-A		1	Corporation	non-financial	technology	109
Upton / David M.	Tech Data			m-W		1	Corporation	non-financial	technology	109
Barfield / Jon E.	Motorola			m-B		1	Corporation	non-financial	technology	110
Brown / Gregory Q.	Motorola			m-W		1	Corporation	non-financial	technology	110
Hambrecht / William R.	Motorola			m-W		1	Corporation	non-financial	technology	110
Icahn / Carl C.	Motorola			m-W	21	1	Corporation	non-financial	technology	110
Jackson / Jeanne P.	Motorola			f-W		1	Corporation	non-financial	technology	110
Jha / Sanjay K.	Motorola			m-A		1	Corporation	non-financial	technology	110
Meister / Keith A.	Motorola			m-W		1	Corporation	non-financial	technology	110
Meredith / Thomas J.	Motorola			m-W		1	Corporation	non-financial	technology	110
Ninivaggi / Daniel A.	Motorola			m-W		1	Corporation	non-financial	technology	110
Stengel / James R.	Motorola			m-W		1	Corporation	non-financial	technology	110
Vinciquerra / Anthony J.	Motorola			m-L		1	Corporation	non-financial	technology	110
Viterbi / Andrew J.	Motorola			m-W		1	Corporation	non-financial	technology	110
Adesida / Ilesanmi	Fluor			m-B		1	Corporation	non-financial	industrial	111
Barker / Peter K.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Berkery / Rosemary T.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Boeckmann / Alan L.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Fluor / Peter J.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Hackett / James T.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Kresa / Kent	Fluor			m-W		1	Corporation	non-financial	industrial	111
O'Hare / Dean R.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Prueher / Joseph W.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Seaton / David T.	Fluor			m-W		1	Corporation	non-financial	industrial	111
Sultan / Nader H.	Fluor			m-M		1	Corporation	non-financial	industrial	111
Woolsey / Suzanne H.	Fluor			f-W		1	Corporation	non-financial	industrial	111
Alvarez / Ralph	Eli Lilly			m-L		1	Corporation	non-financial	pharmaceutical	112
Bischoff / Winfried F. W.	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Eskew / Michael L.	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Feldstein / Martin S.	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Fyrwald / J. Erik	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Gilman / Alfred G.	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Hoover / R. David	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Horn / Karen N.	Eli Lilly			f-W		1	Corporation	non-financial	pharmaceutical	112
Lechleiter / John C.	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Marram / Ellen R.	Eli Lilly			f-W		1	Corporation	non-financial	pharmaceutical	112
Oberhelman / Douglas R.	Eli Lilly			m-W		1	Corporation	non-financial	pharmaceutical	112
Prendergast / Franklyn G.	Eli Lilly			m-B		1	Corporation	non-financial	pharmaceutical	112
Seifert / Kathi P.	Eli Lilly			f-W		1	Corporation	non-financial	pharmaceutical	112
Bennink / Jan	Coca-Cola Enterprises			m-W		1	Corporation	non-financial	food/agriculture	113
Brock / John F.	Coca-Cola Enterprises			m-W		1	Corporation	non-financial	food/agriculture	113
Darden / Calvin	Coca-Cola Enterprises			m-B		1	Corporation	non-financial	food/agriculture	113
Humann / L. Phillip	Coca-Cola Enterprises			m-W		1	Corporation	non-financial	food/agriculture	113
Ingram / Orrin H. II	Coca-Cola Enterprises			m-W		1	Corporation	non-financial	food/agriculture	113
James / Donna A.	Coca-Cola Enterprises			f-B		1	Corporation	non-financial	food/agriculture	113
Johnson / Thomas H.	Coca-Cola Enterprises			m-W		1	Corporation	non-financial	food/agriculture	113
Labarge / Suzanne B.	Coca-Cola Enterprises			f-W		1	Corporation	non-financial	food/agriculture	113
Morali / Véronique	Coca-Cola Enterprises			f-W		1	Corporation	non-financial	food/agriculture	113
Watts / Gary	Coca-Cola Enterprises			m-W		1	Corporation	non-financial	food/agriculture	113
Welling / Curtis R.	Coca-Cola Enterprises			m-W		1	Corporation	non-financial	food/agriculture	113
Wood / Phoebe A.	Coca-Cola Enterprises			f-W		1	Corporation	non-financial	food/agriculture	113
Andreotti / Lamberto	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Campbell / Lewis B.	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Cornelius / James M.	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Freeh / Louis J.	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Glimcher / Laurie H.	Bristol-Myers Squibb			f-W		1	Corporation	non-financial	pharmaceutical	114
Grobstein / Michael	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Johansson / Leif	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Lacy / Alan J.	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Sato / Vicki L.	Bristol-Myers Squibb			f-A		1	Corporation	non-financial	pharmaceutical	114
West / Togo D. Jr.	Bristol-Myers Squibb			m-B		1	Corporation	non-financial	pharmaceutical	114
Williams / R. Sanders	Bristol-Myers Squibb			m-W		1	Corporation	non-financial	pharmaceutical	114
Bacardi / Facundo L.	Northwestern Mutual			m-L		1	Corporation	financial	insurance	115
Balboni / John N.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Drury / David J.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Duckworth / Connie K.	Northwestern Mutual			f-W		1	Corporation	financial	insurance	115
Erne / David A.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Hackett / James P.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Helmerich / Hans	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Jones / Dale E.	Northwestern Mutual			m-B		1	Corporation	financial	insurance	115
Kraus / Margery	Northwestern Mutual			f-W		1	Corporation	financial	insurance	115
Lubar / David J.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Payne / Ulice Jr.	Northwestern Mutual			m-B		1	Corporation	financial	insurance	115
Poliner / Gary A.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Schlifske / John E.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Sizemore / H. Mason Jr.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Sommerhauser / Peter M.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Stanek / Mary Ellen	Northwestern Mutual			f-W		1	Corporation	financial	insurance	115
Sullivan / Timothy W.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Voynich / S. Scott	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Williams / Barry Lawson	Northwestern Mutual			m-B		1	Corporation	financial	insurance	115
Wilson / Benjamin F.	Northwestern Mutual			m-B		1	Corporation	financial	insurance	115
Zore / Edward J.	Northwestern Mutual			m-W		1	Corporation	financial	insurance	115
Austrian / Neil R.	DirecTV Group			m-W		1	Corporation	non-financial	media/communications	116
Boyd / Ralph F. Jr.	DirecTV Group			m-B		1	Corporation	non-financial	media/communications	116
DiPiazza / Samuel A. Jr.	DirecTV Group			m-W		1	Corporation	non-financial	media/communications	116
Lee / Charles R.	DirecTV Group			m-W		1	Corporation	non-financial	media/communications	116
Lund / Peter A.	DirecTV Group			m-W		1	Corporation	non-financial	media/communications	116
Malone / John C.	DirecTV Group			m-W	57	1	Corporation	non-financial	media/communications	116
Murdoch / K. Rupert	DirecTV Group			m-W	36	1	Corporation	non-financial	media/communications	116
Newcomb / Nancy S.	DirecTV Group			f-W		1	Corporation	non-financial	media/communications	116
Saban / Haim	DirecTV Group			m-W	128	1	Corporation	non-financial	media/communications	116
White / Michael D.	DirecTV Group			m-W		1	Corporation	non-financial	media/communications	116
Boersig / Clemens A. H.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Busch / August A. III	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Farr / David N.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Galvin / Walter J.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Golden / Arthur F.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Gonzalez / Carlos Fernandez	Emerson Electric			m-L		1	Corporation	non-financial	industrial	117
Green / Harriet	Emerson Electric			f-W		1	Corporation	non-financial	industrial	117
Horton / Robert B.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Johnson / William R.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Loucks / Vernon R. Jr.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Menzer / John B.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Peters / Charles A.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Prueher / Joseph W.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Ridgway / Rozanne L.	Emerson Electric			f-W		1	Corporation	non-financial	industrial	117
Stephenson / Randall L.	Emerson Electric			m-W		1	Corporation	non-financial	industrial	117
Alphin / Lewis J.	Nationwide			m-W		1	Corporation	financial	insurance	118
Bachmann / James B.	Nationwide			m-W		1	Corporation	financial	insurance	118
Bell / A. I.	Nationwide			m-W		1	Corporation	financial	insurance	118
Corcoran / Timothy J.	Nationwide			m-W		1	Corporation	financial	insurance	118
Curl / Yvonne M.	Nationwide			f-B		1	Corporation	financial	insurance	118
